Denumire,CUI,CAEN,Adresa,SF_AN,Active imobilizate,Active circulante,Stocuri,Creante,Casa si conturi la banci,Cheltuieli in avans,Datorii,Venituri in avans,Provizioane,Capitaluri,Capital subscris varsat,Patrimoniul regiei,Cifra de afaceri neta,Venituri totale,Cheltuieli totale,Profit brut,Pierdere bruta,Profit net,Pierdere neta,Numar mediu de salariati
ROBIMEL COM SRL,7748808,4711,"Municipiul Oradea, STR. LEONARDO DA VINCI, Nr. 5, Bloc PB 15, Apartament 3, Județ Bihor",2018,15322,46182,42988,2267,927,907,232928,,,-170517,200,,270280,270280,302394,0,32114,0,34819,
ROBIMEL COM SRL,7748808,4711,"Municipiul Oradea, STR. LEONARDO DA VINCI, Nr. 5, Bloc PB 15, Apartament 3, Județ Bihor",2017,15322,59392,56973,1712,707,509,210921,,,-135698,200,,280112,280112,299718,0,19606,0,22419,3
ROBIMEL COM SRL,7748808,4711,"Municipiul Oradea, STR. LEONARDO DA VINCI, Nr. 5, Bloc PB 15, Apartament 3, Județ Bihor",2019,15322,46231,42739,3180,312,834,250089,,,-187702,200,,214289,214289,229328,0,15039,0,17185,1
CI & GO TRADE SRL,5965207,4711,"Municipiul Oradea, STR. LISZT FERENC, Nr. 32, Bloc PB 48, Apartament 11, Județ Bihor",2016,354,199655,177776,21423,456,,187117,,,12892,200,,56114,56114,52862,3252,0,1569,0,
CI & GO TRADE SRL,5965207,4711,"Municipiul Oradea, STR. LISZT FERENC, Nr. 32, Bloc PB 48, Apartament 11, Județ Bihor",2018,,259669,231660,27463,546,,247321,,,12348,200,,50183,50183,49342,841,0,0,664,
CI & GO TRADE SRL,5965207,4711,"Municipiul Oradea, STR. LISZT FERENC, Nr. 32, Bloc PB 48, Apartament 11, Județ Bihor",2017,51,231231,205441,24555,1235,,218271,,,13011,200,,48391,48391,46821,1570,0,119,0,
CI & GO TRADE SRL,5965207,4711,"Municipiul Oradea, STR. LISZT FERENC, Nr. 32, Bloc PB 48, Apartament 11, Județ Bihor",2019,,286524,256217,29844,463,,273311,,,13213,200,,59427,59427,56779,2648,0,865,0,
SANTINEL COM SRL,7072667,4711,"Municipiul Oradea, STR. LISZT FERENCZ, Nr. 2, Bloc PB 150, Apartament 9, Județ Bihor",2018,11958,112885,92421,18263,2201,,687476,,,-562633,200,,138581,138581,200932,0,62351,0,63737,4
SANTINEL COM SRL,7072667,4711,"Municipiul Oradea, STR. LISZT FERENCZ, Nr. 2, Bloc PB 150, Apartament 9, Județ Bihor",2019,11958,75269,57816,15058,2395,,714673,,,-627446,200,,189031,189031,251955,0,62924,0,64813,4
SANTINEL COM SRL,7072667,4711,"Municipiul Oradea, STR. LISZT FERENCZ, Nr. 2, Bloc PB 150, Apartament 9, Județ Bihor",2017,11958,120662,100139,18190,2333,,631516,,,-498896,200,,128426,128426,179079,0,50653,0,51937,4
SANTINEL COM SRL,7072667,4711,"Municipiul Oradea, STR. LISZT FERENCZ, Nr. 2, Bloc PB 150, Apartament 9, Județ Bihor",2016,11958,126147,105370,20324,453,,585064,,,-446959,200,,72445,72445,129015,0,56570,0,57295,5
MAVALTIR COM SRL,9655411,4711,"Municipiul Oradea, STR. LISZT FERENCZ, Nr. 2, Bloc PB150, Apartament 9, Județ Bihor",2018,11501,268,,,268,,3280,,,8489,488,,,0,,0,0,0,0,
MAVALTIR COM SRL,9655411,4711,"Municipiul Oradea, STR. LISZT FERENCZ, Nr. 2, Bloc PB150, Apartament 9, Județ Bihor",2016,11501,268,,,268,,3280,,,8489,488,,,4979,2878,2101,0,1952,0,
MAVALTIR COM SRL,9655411,4711,"Municipiul Oradea, STR. LISZT FERENCZ, Nr. 2, Bloc PB150, Apartament 9, Județ Bihor",2017,11501,268,,,268,,3280,,,8489,488,,,0,,0,0,0,0,
MAVALTIR COM SRL,9655411,4711,"Municipiul Oradea, STR. LISZT FERENCZ, Nr. 2, Bloc PB150, Apartament 9, Județ Bihor",2019,11501,268,,,268,,3280,,,8489,488,,,0,,0,0,0,0,
LIMIL EXIM SRL,7347601,4711,"Municipiul Oradea, STR. M.I. ANTONESCU, Nr. 94, Bloc D 21, Apartament 12, Județ Bihor",2018,,13479,2892,7512,3075,53,21343,,,-7811,200,,85109,88228,83728,4500,0,2285,0,1
LIMIL EXIM SRL,7347601,4711,"Municipiul Oradea, STR. M.I. ANTONESCU, Nr. 94, Bloc D 21, Apartament 12, Județ Bihor",2017,,7405,4204,218,2983,87,17589,,,-10097,200,,29431,29431,33595,0,4164,0,5047,
LIMIL EXIM SRL,7347601,4711,"Municipiul Oradea, STR. M.I. ANTONESCU, Nr. 94, Bloc D 21, Apartament 12, Județ Bihor",2016,,,,,,,5050,,,-5050,200,,,0,,0,0,0,0,
LIMIL EXIM SRL,7347601,4711,"Municipiul Oradea, STR. M.I. ANTONESCU, Nr. 94, Bloc D 21, Apartament 12, Județ Bihor",2019,,20991,6409,5094,9488,472,19088,,,2375,200,,68188,92212,81345,10867,0,10186,0,1
FLOREXA EXPORT-IMPORT SRL,4348629,4711,"Municipiul Oradea, STR. MANGALIEI, Nr. 19, Județ Bihor",2018,2,11891,8197,,3694,,1759,,,10134,200,,79333,79333,70840,8493,0,6114,0,0
FLOREXA EXPORT-IMPORT SRL,4348629,4711,"Municipiul Oradea, STR. MANGALIEI, Nr. 19, Județ Bihor",2017,2,4956,4631,,325,,938,,,4020,200,,73402,73402,69972,3430,0,1228,0,1
FLOREXA EXPORT-IMPORT SRL,4348629,4711,"Municipiul Oradea, STR. MANGALIEI, Nr. 19, Județ Bihor",2016,2,5325,4465,,860,,2536,,,2791,200,,72383,72383,69630,2753,0,582,0,
FLOREXA EXPORT-IMPORT SRL,4348629,4711,"Municipiul Oradea, STR. MANGALIEI, Nr. 19, Județ Bihor",2019,1364,8077,3432,,4645,,912,,,8529,200,,82994,82994,82140,854,0,0,1605,
LEGUMEX SRL,48017,4711,"Municipiul Oradea, STR. MENUMORUT, Bloc D2, Județ Bihor",2018,25437,37473,,,37473,,6296,,,56614,1160,,30000,30022,5290,24732,0,23832,0,1
LEGUMEX SRL,48017,4711,"Municipiul Oradea, STR. MENUMORUT, Bloc D2, Județ Bihor",2017,24107,40249,,21,40228,,6314,,,58042,1160,,30000,30088,3957,26131,0,25228,0,1
LEGUMEX SRL,48017,4711,"Municipiul Oradea, STR. MENUMORUT, Bloc D2, Județ Bihor",2019,22686,42466,,599,41867,,6931,,,58221,1160,,33000,33011,6580,26431,0,25441,0,1
LEGUMEX SRL,48017,4711,"Municipiul Oradea, STR. MENUMORUT, Bloc D2, Județ Bihor",2016,26401,33676,,21,33655,,6315,,,53762,1160,,29400,29461,7665,21796,0,20912,0,1
COVERTINA COM SRL,8631180,4711,"Municipiul Oradea, STR. MESTESUGARILOR, Nr. 75 C, Bloc PB 134, Apartament 16, Județ Bihor",2017,9581,15005,10864,389,3752,,58503,,,-33917,200,,50625,50625,60452,0,9827,0,10648,1
COVERTINA COM SRL,8631180,4711,"Municipiul Oradea, STR. MESTESUGARILOR, Nr. 75 C, Bloc PB 134, Apartament 16, Județ Bihor",2018,9581,62335,55975,4719,1641,,99846,,,-27930,200,,53383,53383,45795,7588,0,5987,0,
COVERTINA COM SRL,8631180,4711,"Municipiul Oradea, STR. MESTESUGARILOR, Nr. 75 C, Bloc PB 134, Apartament 16, Județ Bihor",2019,,120978,110702,9259,1017,,144040,,,-23062,200,,82034,82033,74704,7329,0,4868,0,
COVERTINA COM SRL,8631180,4711,"Municipiul Oradea, STR. MESTESUGARILOR, Nr. 75 C, Bloc PB 134, Apartament 16, Județ Bihor",2016,9581,5356,3852,636,868,,38206,,,-23269,200,,35027,35027,47587,0,12560,0,13261,1
CRISALIN IMPEX SRL,5894904,4711,"Municipiul Oradea, STR. MUNTELE GAINA, Nr. 14/A, Județ Bihor",2018,11959,214434,89088,113919,11427,6500,600296,,,-367403,300,,652261,687037,680056,6981,0,197,0,5
CRISALIN IMPEX SRL,5894904,4711,"Municipiul Oradea, STR. MUNTELE GAINA, Nr. 14/A, Județ Bihor",2019,8197,204399,88997,115331,71,,570034,,,-357438,300,,681720,709692,694223,15469,0,9965,0,5
CRISALIN IMPEX SRL,5894904,4711,"Municipiul Oradea, STR. MUNTELE GAINA, Nr. 14/A, Județ Bihor",2017,12628,233612,122673,108695,2244,,613840,,,-367600,300,,715483,723210,715979,7231,0,476,0,7
CRISALIN IMPEX SRL,5894904,4711,"Municipiul Oradea, STR. MUNTELE GAINA, Nr. 14/A, Județ Bihor",2016,7762,249650,114900,134578,172,,625488,,,-368076,300,,542328,632021,631522,499,0,499,0,7
MARIA ANGELA COM SRL,56460,4711,"Municipiul Oradea, STR. NAVIGATORILOR, Nr. 36, Județ Bihor",2018,,21851,20738,119,994,,98698,,,-76847,200,,268634,276234,288270,0,12036,0,14788,2
MARIA ANGELA COM SRL,56460,4711,"Municipiul Oradea, STR. NAVIGATORILOR, Nr. 36, Județ Bihor",2019,,10990,9724,151,1115,,104388,,,-93398,200,,234960,234960,249161,0,14201,0,16551,2
MARIA ANGELA COM SRL,56460,4711,"Municipiul Oradea, STR. NAVIGATORILOR, Nr. 36, Județ Bihor",2017,,44620,42494,119,2007,,106679,,,-62059,200,,276750,276803,288924,0,12121,0,14889,2
MARIA ANGELA COM SRL,56460,4711,"Municipiul Oradea, STR. NAVIGATORILOR, Nr. 36, Județ Bihor",2016,,49045,46750,119,2176,,96215,,,-47170,200,,259798,259798,263697,0,3899,0,6499,2
ALEXALINA COM SRL,4558396,4711,"Municipiul Oradea, STR. NUFARULUI, Nr. 23, Bloc D 130, Apartament 6, Județ Bihor",2018,29273,127856,127750,,106,,275960,,,-118831,200,,125063,125063,130543,0,5480,0,6809,1
ALEXALINA COM SRL,4558396,4711,"Municipiul Oradea, STR. NUFARULUI, Nr. 23, Bloc D 130, Apartament 6, Județ Bihor",2017,29273,117676,116906,,770,,258971,,,-112022,200,,128211,128211,138209,0,9998,0,11282,1
ALEXALINA COM SRL,4558396,4711,"Municipiul Oradea, STR. NUFARULUI, Nr. 23, Bloc D 130, Apartament 6, Județ Bihor",2016,29273,111637,111572,,65,,241650,,,-100740,200,,84046,84046,93830,0,9784,0,11473,1
ALEXALINA COM SRL,4558396,4711,"Municipiul Oradea, STR. NUFARULUI, Nr. 23, Bloc D 130, Apartament 6, Județ Bihor",2019,29273,139679,139669,,10,,299181,,,-130229,200,,124976,124976,135124,0,10148,0,11398,1
KORNOS CONS SRL,7826523,4711,"Municipiul Oradea, STR. NUFARULUI, Nr. 44, Județ Bihor",2016,3469,14851,,14842,9,,62294,,,-43974,5572,,13485,13485,2151,11334,0,10929,0,
KORNOS CONS SRL,7826523,4711,"Municipiul Oradea, STR. NUFARULUI, Nr. 44, Județ Bihor",2018,3146,174562,,14581,159981,,14674,,,163034,5592,,155404,155404,2061,153343,0,148681,0,
KORNOS CONS SRL,7826523,4711,"Municipiul Oradea, STR. NUFARULUI, Nr. 44, Județ Bihor",2017,3307,60235,,14537,45698,,11642,,,51900,5592,,105790,105793,6765,99028,0,95854,0,
V.D.R. SRL,59709,4711,"Municipiul Oradea, STR. ONESTILOR, Nr. 20, Județ Bihor",2017,119779,38399,33812,4139,448,,235463,,,-77285,5112,,348214,350955,386799,0,35844,0,39002,4
V.D.R. SRL,59709,4711,"Municipiul Oradea, STR. ONESTILOR, Nr. 20, Județ Bihor",2016,92533,75316,66179,8030,1107,,206132,,,-38283,5112,,713703,763423,724109,39314,0,39314,0,5
ADAMIR PREST SRL,5542916,4711,"Municipiul Oradea, STR. ONESTILOR, Nr. 98, Bloc P 53, Apartament 10, Județ Bihor",2016,11141,126976,107206,903,18867,,296635,,,-158518,200,,1096172,1106661,1085477,21184,0,21184,0,7
ADAMIR PREST SRL,5542916,4711,"Municipiul Oradea, STR. ONESTILOR, Nr. 98, Bloc P 53, Apartament 10, Județ Bihor",2018,4052,93168,68607,1346,23215,,188863,,,-91643,47200,,1345266,1345907,1325312,20595,0,16572,0,5
ADAMIR PREST SRL,5542916,4711,"Municipiul Oradea, STR. ONESTILOR, Nr. 98, Bloc P 53, Apartament 10, Județ Bihor",2019,686,131806,105963,13504,12339,,203451,,,-70959,47200,,1368520,1447787,1427103,20684,0,20684,0,6
ADAMIR PREST SRL,5542916,4711,"Municipiul Oradea, STR. ONESTILOR, Nr. 98, Bloc P 53, Apartament 10, Județ Bihor",2017,7418,130801,100609,2456,27736,,246434,,,-108215,47200,,1200809,1208914,1205611,3303,0,3303,0,6
SIBIL IMPEX SRL,2396212,4711,"Municipiul Oradea, STR. POSADA, Nr. 2, Bloc RA, Apartament 26, Județ Bihor",2018,18388,103645,85077,4140,14428,,233984,,,-111951,200,,612760,777126,684417,92709,0,84938,0,6
SIBIL IMPEX SRL,2396212,4711,"Municipiul Oradea, STR. POSADA, Nr. 2, Bloc RA, Apartament 26, Județ Bihor",2019,16431,86147,64314,143,21690,,213342,,,-110764,200,,620910,693663,685539,8124,0,1187,0,6
SIBIL IMPEX SRL,2396212,4711,"Municipiul Oradea, STR. POSADA, Nr. 2, Bloc RA, Apartament 26, Județ Bihor",2017,15541,111280,105755,,5525,,323709,,,-196888,200,,527006,530952,581067,0,50115,0,55425,6
SIBIL IMPEX SRL,2396212,4711,"Municipiul Oradea, STR. POSADA, Nr. 2, Bloc RA, Apartament 26, Județ Bihor",2016,18422,95232,84467,8772,1993,,255117,,,-141463,200,,399264,400519,451364,0,50845,0,54944,6
FLORADIS METAL SRL,5008285,4711,"Municipiul Oradea, STR. RAZBOIENI, Nr. 77, Județ Bihor",2018,44392,246502,173915,42960,29627,,227449,,,63445,200,,2995611,3015813,2933394,82419,0,52261,0,22
FLORADIS METAL SRL,5008285,4711,"Municipiul Oradea, STR. RAZBOIENI, Nr. 77, Județ Bihor",2017,47397,260275,199780,20069,40426,,314835,,,-7163,200,,2892809,2899877,2844090,55787,0,18558,0,24
FLORADIS METAL SRL,5008285,4711,"Municipiul Oradea, STR. RAZBOIENI, Nr. 77, Județ Bihor",2016,40151,246166,167892,14253,64021,,312038,,,-25721,200,,2839876,2840348,2733605,106743,0,96889,0,27
SIMPEDRO COM SRL,9760638,4711,"Municipiul Oradea, STR. SOVATA, Nr. 15/B, Bloc PB5/A, Apartament 6, Județ Bihor",2017,2871,10824,,,10824,,2461,,,11234,306,,6582,6582,1320,5262,0,5065,0,
SIMPEDRO COM SRL,9760638,4711,"Municipiul Oradea, STR. SOVATA, Nr. 15/B, Bloc PB5/A, Apartament 6, Județ Bihor",2016,2871,7615,,,7615,,4316,,,6170,306,,5924,5924,6703,0,779,0,956,
KELEMEN COM SRL,8631228,4711,"Municipiul Oradea, STR. SOVATA, Nr. 57, Bloc PB36, Apartament 13, Județ Bihor",2018,,89053,,,89053,,1316,,,87737,200,,34370,34370,11743,22627,0,21595,0,1
KELEMEN COM SRL,8631228,4711,"Municipiul Oradea, STR. SOVATA, Nr. 57, Bloc PB36, Apartament 13, Județ Bihor",2017,,67325,,,67325,,1183,,,66142,200,,48065,48065,21171,26894,0,25451,0,1
KELEMEN COM SRL,8631228,4711,"Municipiul Oradea, STR. SOVATA, Nr. 57, Bloc PB36, Apartament 13, Județ Bihor",2019,,78019,,,78019,,1548,,,76471,200,,22250,22250,12848,9402,0,8734,0,1
KELEMEN COM SRL,8631228,4711,"Municipiul Oradea, STR. SOVATA, Nr. 57, Bloc PB36, Apartament 13, Județ Bihor",2016,,42447,,,42447,,1756,,,40691,200,,57385,57385,13295,44090,0,42368,0,3
HEY-HO COM SRL,7270222,4711,"Municipiul Oradea, STR. SOVATA, Nr. 62, Bloc C 1, Apartament 44, Județ Bihor",2018,2267,108628,104362,1589,2677,,825531,,,-714636,200,,698714,699759,1117131,0,417372,0,424365,4
HEY-HO COM SRL,7270222,4711,"Municipiul Oradea, STR. SOVATA, Nr. 62, Bloc C 1, Apartament 44, Județ Bihor",2019,1490,85326,76471,2333,6522,,894668,,,-807852,200,,643871,647152,733896,0,86744,0,93216,4
HEY-HO COM SRL,7270222,4711,"Municipiul Oradea, STR. SOVATA, Nr. 62, Bloc C 1, Apartament 44, Județ Bihor",2017,3044,392999,381094,2289,9616,,686314,,,-290271,200,,665909,665932,740515,0,74583,0,80691,4
HEY-HO COM SRL,7270222,4711,"Municipiul Oradea, STR. SOVATA, Nr. 62, Bloc C 1, Apartament 44, Județ Bihor",2016,,391144,385503,3253,2388,,600724,,,-209580,200,,615485,615672,633677,0,18005,0,18005,5
PETRU EXIM SRL,4188242,4711,"Municipiul Oradea, STR. STEFAN ZWEIG, Nr. 20/A, Județ Bihor",2016,74369,482860,385274,86278,11308,,494430,,,62799,200,,2010396,2128631,2055994,72637,0,62695,0,8
PETRU EXIM SRL,4188242,4711,"Municipiul Oradea, STR. STEFAN ZWEIG, Nr. 20/A, Județ Bihor",2018,99808,617111,411434,1606,204063,,554472,,,162447,52200,,3378490,3413857,3383135,30722,0,20943,0,9
PETRU EXIM SRL,4188242,4711,"Municipiul Oradea, STR. STEFAN ZWEIG, Nr. 20/A, Județ Bihor",2019,136220,646019,316175,17276,312568,,518601,,,263638,52200,,4902765,4957992,4841057,116935,0,101191,0,12
PETRU EXIM SRL,4188242,4711,"Municipiul Oradea, STR. STEFAN ZWEIG, Nr. 20/A, Județ Bihor",2017,77841,499535,438067,3782,57686,,435872,,,141504,52200,,2600801,2617715,2587173,30542,0,26705,0,9
KLARA COM SRL,3249350,4711,"Municipiul Oradea, STR. TUBEROZELOR, Nr. 19, Bloc D 1, Apartament 12, Județ Bihor",2018,,38593,29308,78,9207,,19323,,,19270,200,,372313,372313,356464,15849,0,12126,0,3
KLARA COM SRL,3249350,4711,"Municipiul Oradea, STR. TUBEROZELOR, Nr. 19, Bloc D 1, Apartament 12, Județ Bihor",2016,,50367,40202,77,10088,,27392,,,22975,200,,309597,309597,295239,14358,0,11262,0,3
KLARA COM SRL,3249350,4711,"Municipiul Oradea, STR. TUBEROZELOR, Nr. 19, Bloc D 1, Apartament 12, Județ Bihor",2019,,31179,28532,722,1925,,15918,,,15261,200,,411046,411046,398819,12227,0,8117,0,2
KLARA COM SRL,3249350,4711,"Municipiul Oradea, STR. TUBEROZELOR, Nr. 19, Bloc D 1, Apartament 12, Județ Bihor",2017,,51244,38258,1127,11859,,44100,,,7144,200,,340004,340004,341173,0,1169,0,4569,3
STANDER IMPEX SRL,6044375,4711,"Municipiul Oradea, STR. XENOPOL, Nr. 18, Bloc PC 7, Apartament 8, Județ Bihor",2018,94524,22965,20065,10,2890,,1323249,,,-1205760,4000,,100711,100922,141408,0,40486,0,41496,1
STANDER IMPEX SRL,6044375,4711,"Municipiul Oradea, STR. XENOPOL, Nr. 18, Bloc PC 7, Apartament 8, Județ Bihor",2017,101170,127047,123381,0,3666,,1310942,,,-1082725,3950,,556439,556440,554588,1852,0,0,3301,4
STANDER IMPEX SRL,6044375,4711,"Municipiul Oradea, STR. XENOPOL, Nr. 18, Bloc PC 7, Apartament 8, Județ Bihor",2016,106670,58756,45272,8988,4496,,1244850,,,-1079424,3950,,647530,647531,621655,25876,0,21735,0,4
FRUTIS SRL,3183700,4711,"Municipiul Oradea, Spl. CRISANEI, Nr. 3, Bloc A1, Apartament 4, Județ Bihor",2018,26,12739,12555,,184,,138963,,,-126198,200,,217438,217438,219657,0,2219,0,4393,2
FRUTIS SRL,3183700,4711,"Municipiul Oradea, Spl. CRISANEI, Nr. 3, Bloc A1, Apartament 4, Județ Bihor",2019,26,13502,13015,,487,,145872,,,-132344,200,,254005,254184,257788,0,3604,0,6146,2
FRUTIS SRL,3183700,4711,"Municipiul Oradea, Spl. CRISANEI, Nr. 3, Bloc A1, Apartament 4, Județ Bihor",2016,300,7613,6626,590,397,,121904,,,-113991,200,,182846,182846,182527,319,0,0,1510,2
FRUTIS SRL,3183700,4711,"Municipiul Oradea, Spl. CRISANEI, Nr. 3, Bloc A1, Apartament 4, Județ Bihor",2017,162,11219,11070,3,146,,133186,,,-121805,200,,216901,217006,222650,0,5644,0,7814,2
FAMILY MARKET EDINA S.R.L.,7606560,4711,"Municipiul Oradea, Spl. CRIŞANEI, Nr. 11, Bloc C4, Scara C, Etaj 2, Apartament 26, Județ Bihor",2018,31664,870344,701117,15576,153651,,1056791,,,-154783,200,,9515448,9516015,9774536,0,258521,0,258521,23
FAMILY MARKET EDINA S.R.L.,7606560,4711,"Municipiul Oradea, Spl. CRIŞANEI, Nr. 11, Bloc C4, Scara C, Etaj 2, Apartament 26, Județ Bihor",2017,1667,1071160,859812,40883,170465,,969089,,,103738,200,,8754461,8755504,8838926,0,83422,0,83422,25
FAMILY MARKET EDINA S.R.L.,7606560,4711,"Municipiul Oradea, Spl. CRIŞANEI, Nr. 11, Bloc C4, Scara C, Etaj 2, Apartament 26, Județ Bihor",2016,1667,925799,769464,52758,103577,,740306,,,187160,200,,5066714,5066718,4821199,245519,0,212194,0,16
FAMILY MARKET EDINA S.R.L.,7606560,4711,"Municipiul Oradea, Spl. CRIŞANEI, Nr. 11, Bloc C4, Scara C, Etaj 2, Apartament 26, Județ Bihor",2019,31664,1240241,1040777,9238,190226,,1517183,,,-245278,200,,10343730,10343905,10434400,0,90495,0,90495,24
HERBIOL SRL,18644411,4711,"Municipiul Oradea, Spl. CRIŞANEI, Nr. 19, Bloc C11, Scara B, Etaj 3, Apartament 18, Județ Bihor",2018,80941,97254,,,97254,,5744,,,172451,6000,,79450,79450,13379,66071,0,63688,0,
HERBIOL SRL,18644411,4711,"Municipiul Oradea, Spl. CRIŞANEI, Nr. 19, Bloc C11, Scara B, Etaj 3, Apartament 18, Județ Bihor",2017,85322,72745,,,72745,,6146,,,151921,6000,,77149,77149,11749,65400,0,63085,0,
HERBIOL SRL,18644411,4711,"Municipiul Oradea, Spl. CRIŞANEI, Nr. 19, Bloc C11, Scara B, Etaj 3, Apartament 18, Județ Bihor",2019,77066,121082,,,121082,,5922,,,192226,6000,,85122,85122,12517,72605,0,70301,0,
HERBIOL SRL,18644411,4711,"Municipiul Oradea, Spl. CRIŞANEI, Nr. 19, Bloc C11, Scara B, Etaj 3, Apartament 18, Județ Bihor",2016,89914,59067,,7624,51443,,5247,,,143734,6000,,79108,79108,13753,65355,0,54898,0,
MARILANI SRL,22479924,4711,"Municipiul Oradea, Str. ALEXANDRU CAZABAN, Nr. 59, Bloc AN200, Scara B, Apartament 8, Județ Bihor",2016,966,12569,5306,3359,3904,,36862,,,-23327,200,,,0,,0,0,0,0,
MARILANI SRL,22479924,4711,"Municipiul Oradea, Str. ALEXANDRU CAZABAN, Nr. 59, Bloc AN200, Scara B, Apartament 8, Județ Bihor",2018,966,12569,5306,3359,3904,,36862,,,-23327,200,,,0,,0,0,0,0,
MARILANI SRL,22479924,4711,"Municipiul Oradea, Str. ALEXANDRU CAZABAN, Nr. 59, Bloc AN200, Scara B, Apartament 8, Județ Bihor",2019,966,12569,5306,3359,3904,,36862,,,-23327,200,,,0,,0,0,0,0,
MARILANI SRL,22479924,4711,"Municipiul Oradea, Str. ALEXANDRU CAZABAN, Nr. 59, Bloc AN200, Scara B, Apartament 8, Județ Bihor",2017,966,12569,5306,3359,3904,,36862,,,-23327,200,,,0,,0,0,0,0,
MARIELV IMPEX SRL,5231723,4711,"Municipiul Oradea, Str. ALUMINEI, Nr. 12, Bloc D 64, Apartament GARAJ NR.3, Județ Bihor",2017,,,,,,,83558,,,-83558,200,,,0,6253,0,6253,0,6253,1
MARIELV IMPEX SRL,5231723,4711,"Municipiul Oradea, Str. ALUMINEI, Nr. 12, Bloc D 64, Apartament GARAJ NR.3, Județ Bihor",2018,,,,,,,83558,,,-83558,200,,,0,,0,0,0,0,
MARIELV IMPEX SRL,5231723,4711,"Municipiul Oradea, Str. ALUMINEI, Nr. 12, Bloc D 64, Apartament GARAJ NR.3, Județ Bihor",2016,,2119,,304,1815,,79424,,,-77305,200,,,0,8602,0,8602,0,8602,1
MARIELV IMPEX SRL,5231723,4711,"Municipiul Oradea, Str. ALUMINEI, Nr. 12, Bloc D 64, Apartament GARAJ NR.3, Județ Bihor",2019,,,,,,,83558,,,-83558,200,,,0,,0,0,0,0,
MEMODAL IMPEX SRL,6122414,4711,"Municipiul Oradea, Str. ALUMINEI, Nr. 25, BIROUL NR. 2, Județ Bihor",2018,160134,16065,5835,,10230,,188153,,,-11954,177210,,933099,933099,884798,48301,0,45968,0,5
MEMODAL IMPEX SRL,6122414,4711,"Municipiul Oradea, Str. ALUMINEI, Nr. 25, BIROUL NR. 2, Județ Bihor",2019,141737,69573,8450,54860,6263,,159094,,,52216,177210,,903791,903791,839621,64170,0,64170,0,7
MEMODAL IMPEX SRL,6122414,4711,"Municipiul Oradea, Str. ALUMINEI, Nr. 25, BIROUL NR. 2, Județ Bihor",2017,174556,11769,3982,,7787,,244246,,,-57921,177210,,933076,933524,870548,62976,0,62976,0,7
MEMODAL IMPEX SRL,6122414,4711,"Municipiul Oradea, Str. ALUMINEI, Nr. 25, BIROUL NR. 2, Județ Bihor",2016,192158,4581,2168,,2413,,317636,,,-120897,177210,,1124988,1124988,1200305,0,75317,0,75317,11
FLORICRIS & NADIA SRL,10727600,4711,"Municipiul Oradea, Str. ANA IPĂTESCU, Nr. 19B, Apartament 2, Județ Bihor",2016,1514,12747,13100,495,-848,200,23293,,,-8832,,,864847,1041341,824530,216811,0,216811,0,4
FLORICRIS & NADIA SRL,10727600,4711,"Municipiul Oradea, Str. ANA IPĂTESCU, Nr. 19B, Apartament 2, Județ Bihor",2018,1514,19611,13944,122,5545,200,31621,,,-10296,,,573858,584860,589875,0,5015,0,10863,3
FLORICRIS & NADIA SRL,10727600,4711,"Municipiul Oradea, Str. ANA IPĂTESCU, Nr. 19B, Apartament 2, Județ Bihor",2019,5574,18374,13972,135,4267,200,33907,,,-9759,,,611450,635936,629289,6647,0,536,0,3
FLORICRIS & NADIA SRL,10727600,4711,"Municipiul Oradea, Str. ANA IPĂTESCU, Nr. 19B, Apartament 2, Județ Bihor",2017,1514,14406,16462,499,-2555,200,15552,,,568,,,610973,624556,609431,15125,0,9400,0,3
UNITOUR SRL,7142649,4711,"Municipiul Oradea, Str. APELOR, Nr. 4, Județ Bihor",2016,42246,41036,470,39856,710,,48574,,,34708,1842,,,0,,0,0,0,0,
UNITOUR SRL,7142649,4711,"Municipiul Oradea, Str. APELOR, Nr. 4, Județ Bihor",2018,35722,245482,189680,53266,2536,,237638,,,43566,1842,,385930,385930,372406,13524,0,9664,0,2
UNITOUR SRL,7142649,4711,"Municipiul Oradea, Str. APELOR, Nr. 4, Județ Bihor",2019,34146,460295,369420,90155,720,,472337,,,22104,1842,,325537,325537,343743,0,18206,0,21462,3
UNITOUR SRL,7142649,4711,"Municipiul Oradea, Str. APELOR, Nr. 4, Județ Bihor",2017,37298,70320,20250,38986,11084,,73562,,,34056,1842,,204133,208304,208956,0,652,0,652,2
TUTTO MOBILE SRL,5003059,4711,"Municipiul Oradea, Str. ARMATEI ROMANE, Nr. 14, Apartament 1, Județ Bihor",2016,,15577,14645,,932,,175539,,,-159962,200,,,0,2226,0,2226,0,2226,1
TUTTO MOBILE SRL,5003059,4711,"Municipiul Oradea, Str. ARMATEI ROMANE, Nr. 14, Apartament 1, Județ Bihor",2017,,14672,14645,,27,,176182,,,-161510,200,,,0,1548,0,1548,0,1548,1
TUTTO MOBILE SRL,5003059,4711,"Municipiul Oradea, Str. ARMATEI ROMANE, Nr. 14, Apartament 1, Județ Bihor",2018,,14672,14645,,27,,176182,,,-161510,200,,,0,,0,0,0,0,
TUTTO MOBILE SRL,5003059,4711,"Municipiul Oradea, Str. ARMATEI ROMANE, Nr. 14, Apartament 1, Județ Bihor",2019,,14672,14645,,27,,176182,,,-161510,200,,,0,,0,0,0,0,
